,Tarix,Mağaza,Kart_nomresi,Transaksiya_id,Məhsul_nomresi,Məhsul_adi,Məhsul sayi,Ümumi satış
46480,43606,160,160157,161122,15,Twisties Cheese     270g,2,9.2
46481,43288,160,160172,161208,58,Red Rock Deli Chikn&Garlic Aioli 150g,2,5.4
46482,43384,160,160172,161209,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6
46483,43409,160,160172,161210,107,Smiths Crinkle Cut  French OnionDip 150g,2,5.2
46484,43432,160,160172,161211,98,NCC Sour Cream &    Garden Chives 175g,2,6.0
46485,43495,160,160172,161212,41,Doritos Salsa Mild  300g,2,5.2
46486,43538,160,160172,161213,75,Cobs Popd Sea Salt  Chips 110g,2,7.6
46487,43607,160,160172,161214,50,Tostitos Lightly    Salted 175g,2,8.8
46488,43629,160,160172,161215,8,Smiths Crinkle Cut  Chips Original 170g,2,5.8
46489,43376,160,160175,161224,3,Kettle Sensations   Camembert & Fig 150g,2,9.2
46490,43536,160,160175,161225,45,Smiths Thinly Cut   Roast Chicken 175g,2,6.0
46491,43606,160,160175,161226,84,GrnWves Plus Btroot & Chilli Jam 180g,2,6.2
46492,43323,160,160183,161271,49,Infuzions SourCream&Herbs Veg Strws 110g,2,7.6
46493,43422,160,160183,161272,36,Kettle Chilli 175g,2,10.8
46494,43486,160,160183,161273,13,Red Rock Deli Thai  Chilli&Lime 150g,2,5.4
46495,43512,160,160183,161274,31,Infzns Crn Crnchers Tangy Gcamole 110g,2,7.6
46496,43514,160,160183,161275,35,Woolworths Mild     Salsa 300g,2,3.0
46497,43576,160,160183,161276,55,Snbts Whlgrn Crisps Cheddr&Mstrd 90g,2,3.4
46498,43306,160,160186,161292,17,Kettle Sensations   BBQ&Maple 150g,2,9.2
46499,43325,160,160186,161293,19,Smiths Crinkle Cut  Snag&Sauce 150g,2,5.2
46500,43345,160,160186,161294,107,Smiths Crinkle Cut  French OnionDip 150g,2,5.2
46501,43348,160,160186,161295,34,Pringles Slt Vingar 134g,2,7.4
46502,43387,160,160186,161296,74,Tostitos Splash Of  Lime 175g,2,8.8
46503,43424,160,160186,161297,18,Cheetos Chs & Bacon Balls 190g,2,6.6
46504,43476,160,160186,161298,7,Smiths Crinkle      Original 330g,2,11.4
46505,43541,160,160186,161299,105,Woolworths Cheese   Rings 190g,2,3.6
46506,43571,160,160186,161300,81,Pringles Original   Crisps 134g,2,7.4
46507,43595,160,160186,161301,23,Cheezels Cheese 330g,2,11.4
46508,43616,160,160186,161302,70,Tyrrells Crisps     Lightly Salted 165g,2,8.4
46509,43618,160,160186,161303,111,Smiths Chip Thinly  Cut Original 175g,2,6.0
46510,43318,160,160191,161325,78,Thins Chips Salt &  Vinegar 175g,2,6.6
46511,43376,160,160191,161326,23,Cheezels Cheese 330g,2,11.4
46512,43413,160,160191,161327,83,WW D/Style Chip     Sea Salt 200g,2,3.8
46513,43413,160,160191,161327,47,Doritos Corn Chips  Original 170g,2,8.8
46514,43418,160,160191,161328,24,Grain Waves         Sweet Chilli 210g,2,7.2
46515,43429,160,160191,161329,68,Pringles Chicken    Salt Crips 134g,2,7.4
46516,43546,160,160191,161330,110,WW Original Corn    Chips 200g,2,3.8
46517,43572,160,160191,161331,4,Dorito Corn Chp     Supreme 380g,2,13.0
46518,43625,160,160191,161332,76,Woolworths Medium   Salsa 300g,2,3.0
46519,43371,160,160196,161357,5,Natural Chip        Compny SeaSalt175g,2,6.0
46520,43380,160,160196,161358,58,Red Rock Deli Chikn&Garlic Aioli 150g,2,5.4
46521,43385,160,160196,161359,12,Natural Chip Co     Tmato Hrb&Spce 175g,2,6.0
46522,43417,160,160196,161360,47,Doritos Corn Chips  Original 170g,2,8.8
46523,43431,160,160196,161361,26,Pringles Sweet&Spcy BBQ 134g,2,7.4
46524,43455,160,160196,161362,81,Pringles Original   Crisps 134g,2,7.4
46525,43626,160,160196,161363,107,Smiths Crinkle Cut  French OnionDip 150g,2,5.2
46526,43318,160,160198,161370,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4
46527,43338,160,160198,161371,27,WW Supreme Cheese   Corn Chips 200g,2,3.8
46528,43456,160,160198,161372,54,CCs Original 175g,2,4.2
46529,43466,160,160198,161373,25,Pringles SourCream  Onion 134g,2,7.4
46530,43470,160,160198,161374,114,Kettle Sensations   Siracha Lime 150g,2,9.2
46531,43474,160,160198,161375,12,Natural Chip Co     Tmato Hrb&Spce 175g,2,6.0
46532,43503,160,160198,161376,111,Smiths Chip Thinly  Cut Original 175g,2,6.0
46533,43524,160,160198,161377,96,WW Original Stacked Chips 160g,2,3.8
46534,43567,160,160198,161378,113,Twisties Chicken270g,2,9.2
46535,43325,160,160201,161393,38,Infuzions Mango     Chutny Papadums 70g,2,4.8
46536,43337,160,160201,161394,98,NCC Sour Cream &    Garden Chives 175g,2,6.0
46537,43341,160,160201,161395,18,Cheetos Chs & Bacon Balls 190g,2,6.6
46538,43376,160,160201,161396,88,Kettle Honey Soy    Chicken 175g,2,10.8
46539,43387,160,160201,161397,74,Tostitos Splash Of  Lime 175g,2,8.8
46540,43494,160,160201,161398,11,RRD Pc Sea Salt     165g,2,6.0
46541,43538,160,160201,161399,8,Smiths Crinkle Cut  Chips Original 170g,2,5.8
46542,43549,160,160201,161400,41,Doritos Salsa Mild  300g,2,5.2
46543,43594,160,160201,161401,18,Cheetos Chs & Bacon Balls 190g,2,6.6
46544,43621,160,160201,161402,90,Tostitos Smoked     Chipotle 175g,2,8.8
46545,43285,160,160205,161429,114,Kettle Sensations   Siracha Lime 150g,2,9.2
46546,43294,160,160205,161430,41,Doritos Salsa Mild  300g,2,5.2
46547,43299,160,160205,161431,52,Grain Waves Sour    Cream&Chives 210G,2,7.2
46548,43448,160,160205,161432,4,Dorito Corn Chp     Supreme 380g,2,13.0
46549,43567,160,160205,161433,81,Pringles Original   Crisps 134g,2,7.4
46550,43567,160,160205,161433,17,Kettle Sensations   BBQ&Maple 150g,2,9.2
46551,43625,160,160205,161434,91,CCs Tasty Cheese    175g,2,4.2
46552,43631,160,160205,161435,24,Grain Waves         Sweet Chilli 210g,2,7.2
46553,43359,160,160213,161477,93,Doritos Corn Chip Southern Chicken 150g,2,7.8
46554,43364,160,160213,161478,76,Woolworths Medium   Salsa 300g,2,3.0
46555,43369,160,160213,161479,34,Pringles Slt Vingar 134g,2,7.4
46556,43379,160,160213,161480,48,Red Rock Deli Sp    Salt & Truffle 150G,2,5.4
46557,43407,160,160213,161481,70,Tyrrells Crisps     Lightly Salted 165g,2,8.4
46558,43410,160,160213,161482,71,Twisties Cheese     Burger 250g,2,8.6
46559,43430,160,160213,161483,114,Kettle Sensations   Siracha Lime 150g,2,9.2
46560,43465,160,160213,161484,20,Doritos Cheese      Supreme 330g,2,11.4
46561,43479,160,160213,161485,46,Kettle Original 175g,2,10.8
46562,43535,160,160213,161486,5,Natural Chip        Compny SeaSalt175g,2,6.0
46563,43564,160,160213,161487,13,Red Rock Deli Thai  Chilli&Lime 150g,2,5.4
46564,43569,160,160213,161488,55,Snbts Whlgrn Crisps Cheddr&Mstrd 90g,2,3.4
46565,43631,160,160213,161489,94,Burger Rings 220g,2,4.6
46566,43436,160,160231,161600,78,Thins Chips Salt &  Vinegar 175g,2,6.6
46567,43441,160,160231,161601,61,Smiths Crinkle Cut  Chips Chicken 170g,2,5.8
46568,43456,160,160231,161602,31,Infzns Crn Crnchers Tangy Gcamole 110g,2,7.6
46569,43528,160,160231,161603,26,Pringles Sweet&Spcy BBQ 134g,2,7.4
46570,43553,160,160231,161604,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6
46571,43569,160,160231,161605,66,CCs Nacho Cheese    175g,2,4.2
46572,43574,160,160231,161606,6,RRD Lime & Pepper   165g,2,6.0
46573,43316,160,160232,161607,92,WW Crinkle Cut      Chicken 175g,2,3.4
46574,43441,160,160232,161608,68,Pringles Chicken    Salt Crips 134g,2,7.4
46575,43552,160,160232,161609,64,Red Rock Deli SR    Salsa & Mzzrlla 150g,2,5.4
46576,43576,160,160232,161610,89,Kettle Sweet Chilli And Sour Cream 175g,2,10.8
46577,43582,160,160232,161611,58,Red Rock Deli Chikn&Garlic Aioli 150g,2,5.4
46578,43584,160,160232,161612,20,Doritos Cheese      Supreme 330g,2,11.4
46579,43641,160,160232,161614,66,CCs Nacho Cheese    175g,2,4.2
46580,43313,161,161000,161777,101,Doritos Salsa       Medium 300g,1,2.6
46581,43391,161,161135,161798,12,Natural Chip Co     Tmato Hrb&Spce 175g,1,3.0
46582,43367,161,161345,161822,50,Tostitos Lightly    Salted 175g,2,8.8
46583,43316,161,161476,161844,54,CCs Original 175g,1,2.1
46584,43345,162,162001,161854,68,Pringles Chicken    Salt Crips 134g,2,7.4
46585,43360,162,162001,161855,4,Dorito Corn Chp     Supreme 380g,2,13.0
46586,43371,162,162001,161856,84,GrnWves Plus Btroot & Chilli Jam 180g,2,6.2
46587,43377,162,162001,161857,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6
46588,43428,162,162001,161858,49,Infuzions SourCream&Herbs Veg Strws 110g,2,7.6
46589,43450,162,162001,161859,71,Twisties Cheese     Burger 250g,2,8.6
46590,43478,162,162001,161861,92,WW Crinkle Cut      Chicken 175g,2,3.4
46591,43531,162,162001,161862,75,Cobs Popd Sea Salt  Chips 110g,2,7.6
46592,43536,162,162001,161863,11,RRD Pc Sea Salt     165g,2,6.0
46593,43309,162,162015,161923,21,WW Sour Cream &OnionStacked Chips 160g,2,3.8
46594,43403,162,162015,161924,90,Tostitos Smoked     Chipotle 175g,2,8.8
46595,43482,162,162015,161926,27,WW Supreme Cheese   Corn Chips 200g,2,3.8
46596,43550,162,162015,161927,64,Red Rock Deli SR    Salsa & Mzzrlla 150g,2,5.4
46597,43593,162,162015,161928,91,CCs Tasty Cheese    175g,2,4.2
46598,43292,162,162032,162015,1,Smiths Crinkle Cut  Chips Barbecue 170g,2,5.8
46599,43473,162,162032,162016,63,Kettle 135g Swt Pot Sea Salt,2,8.4
46600,43551,162,162032,162017,85,RRD Honey Soy       Chicken 165g,2,6.0
46601,43560,162,162032,162018,35,Woolworths Mild     Salsa 300g,2,3.0
46602,43354,162,162053,162127,48,Red Rock Deli Sp    Salt & Truffle 150G,2,5.4
46603,43399,162,162053,162128,24,Grain Waves         Sweet Chilli 210g,2,7.2
46604,43402,162,162053,162129,44,Thins Chips Light&  Tangy 175g,2,6.6
46605,43427,162,162053,162130,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4
46606,43542,162,162053,162131,89,Kettle Sweet Chilli And Sour Cream 175g,2,10.8
46607,43583,162,162053,162132,7,Smiths Crinkle      Original 330g,2,11.4
46608,43623,162,162053,162133,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4
46609,43359,162,162059,162171,31,Infzns Crn Crnchers Tangy Gcamole 110g,2,7.6
46610,43369,162,162059,162172,37,Smiths Thinly       Swt Chli&S/Cream175G,2,6.0
46611,43401,162,162059,162173,4,Dorito Corn Chp     Supreme 380g,2,13.0
46612,43428,162,162059,162174,48,Red Rock Deli Sp    Salt & Truffle 150G,2,5.4
46613,43440,162,162059,162175,47,Doritos Corn Chips  Original 170g,2,8.8
46614,43502,162,162059,162176,12,Natural Chip Co     Tmato Hrb&Spce 175g,2,6.0
46615,43633,162,162059,162177,102,Kettle Mozzarella   Basil & Pesto 175g,2,10.8
46616,43297,162,162071,162261,103,RRD Steak &         Chimuchurri 150g,2,5.4
46617,43373,162,162071,162262,113,Twisties Chicken270g,2,9.2
46618,43428,162,162071,162263,61,Smiths Crinkle Cut  Chips Chicken 170g,2,5.8
46619,43439,162,162071,162264,43,Smith Crinkle Cut   Bolognese 150g,2,5.2
46620,43468,162,162071,162265,39,Smiths Crinkle Cut  Tomato Salsa 150g,2,5.2
46621,43300,162,162072,162266,14,Smiths Crnkle Chip  Orgnl Big Bag 380g,2,11.8
46622,43450,162,162072,162267,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6
46623,43480,162,162072,162268,79,Smiths Chip Thinly  CutSalt/Vinegr175g,2,6.0
46624,43613,162,162072,162269,99,Pringles Sthrn FriedChicken 134g,2,7.4
46625,43622,162,162072,162270,5,Natural Chip        Compny SeaSalt175g,2,6.0
46626,43485,162,162079,162303,29,French Fries Potato Chips 175g,2,6.0
46627,43504,162,162079,162304,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8
46628,43561,162,162079,162305,14,Smiths Crnkle Chip  Orgnl Big Bag 380g,2,11.8
46629,43347,162,162094,162396,69,Smiths Chip Thinly  S/Cream&Onion 175g,2,6.0
46630,43530,162,162094,162398,57,Old El Paso Salsa   Dip Tomato Mild 300g,2,10.2
46631,43538,162,162094,162399,43,Smith Crinkle Cut   Bolognese 150g,2,5.2
46632,43565,162,162094,162400,102,Kettle Mozzarella   Basil & Pesto 175g,2,10.8
46633,43568,162,162094,162401,111,Smiths Chip Thinly  Cut Original 175g,2,6.0
46634,43635,162,162094,162402,27,WW Supreme Cheese   Corn Chips 200g,2,3.8
46635,43335,162,162111,162496,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6
46636,43377,162,162111,162497,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2
46637,43381,162,162111,162498,83,WW D/Style Chip     Sea Salt 200g,2,3.8
46638,43391,162,162111,162499,45,Smiths Thinly Cut   Roast Chicken 175g,2,6.0
46639,43436,162,162111,162500,54,CCs Original 175g,2,4.2
46640,43525,162,162111,162501,50,Tostitos Lightly    Salted 175g,2,8.8
46641,43614,162,162111,162502,3,Kettle Sensations   Camembert & Fig 150g,2,9.2
46642,43325,162,162112,162503,98,NCC Sour Cream &    Garden Chives 175g,2,6.0
46643,43356,162,162112,162504,93,Doritos Corn Chip Southern Chicken 150g,2,7.8
46644,43398,162,162112,162505,114,Kettle Sensations   Siracha Lime 150g,2,9.2
46645,43407,162,162112,162506,24,Grain Waves         Sweet Chilli 210g,2,7.2
46646,43438,162,162112,162507,97,RRD Salt & Vinegar  165g,2,6.0
46647,43531,162,162112,162508,52,Grain Waves Sour    Cream&Chives 210G,2,7.2
46648,43298,162,162116,162522,103,RRD Steak &         Chimuchurri 150g,2,5.4
46649,43419,162,162116,162523,53,RRD Sweet Chilli &  Sour Cream 165g,2,6.0
46650,43443,162,162116,162524,48,Red Rock Deli Sp    Salt & Truffle 150G,2,5.4
46651,43559,162,162116,162525,32,Kettle Sea Salt     And Vinegar 175g,2,10.8
46652,43560,162,162116,162526,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6
46653,43561,162,162116,162527,25,Pringles SourCream  Onion 134g,2,7.4
46654,43629,162,162116,162528,36,Kettle Chilli 175g,2,10.8
46655,43287,162,162155,162739,32,Kettle Sea Salt     And Vinegar 175g,2,10.8
46656,43355,162,162155,162740,48,Red Rock Deli Sp    Salt & Truffle 150G,2,5.4
46657,43356,162,162155,162741,41,Doritos Salsa Mild  300g,2,5.2
46658,43431,162,162155,162742,75,Cobs Popd Sea Salt  Chips 110g,2,7.6
46659,43527,162,162155,162743,100,Smiths Crinkle Cut  Chips Chs&Onion170g,2,5.8
46660,43568,162,162155,162744,68,Pringles Chicken    Salt Crips 134g,2,7.4
46661,43632,162,162155,162745,52,Grain Waves Sour    Cream&Chives 210G,2,7.2
46662,43304,162,162163,162788,95,Sunbites Whlegrn    Crisps Frch/Onin 90g,2,3.4
46663,43507,162,162163,162790,104,Infuzions Thai SweetChili PotatoMix 110g,2,7.6
46664,43524,162,162163,162791,95,Sunbites Whlegrn    Crisps Frch/Onin 90g,2,3.4
46665,43540,162,162163,162792,78,Thins Chips Salt &  Vinegar 175g,2,6.6
46666,43554,162,162163,162793,34,Pringles Slt Vingar 134g,2,7.4
46667,43561,162,162163,162794,25,Pringles SourCream  Onion 134g,2,7.4
46668,43577,162,162163,162795,91,CCs Tasty Cheese    175g,2,4.2
46669,43374,162,162172,162858,4,Dorito Corn Chp     Supreme 380g,2,13.0
46670,43408,162,162172,162859,71,Twisties Cheese     Burger 250g,2,8.6
46671,43424,162,162172,162860,95,Sunbites Whlegrn    Crisps Frch/Onin 90g,2,3.4
46672,43458,162,162172,162862,100,Smiths Crinkle Cut  Chips Chs&Onion170g,2,5.8
46673,43504,162,162172,162863,25,Pringles SourCream  Onion 134g,2,7.4
46674,43322,162,162180,162899,100,Smiths Crinkle Cut  Chips Chs&Onion170g,2,5.8
46675,43358,162,162180,162900,55,Snbts Whlgrn Crisps Cheddr&Mstrd 90g,2,3.4
46676,43367,162,162180,162901,49,Infuzions SourCream&Herbs Veg Strws 110g,2,7.6
46677,43554,162,162180,162902,83,WW D/Style Chip     Sea Salt 200g,2,3.8
46678,43299,162,162188,162930,26,Pringles Sweet&Spcy BBQ 134g,2,7.4
46679,43311,162,162188,162931,113,Twisties Chicken270g,2,9.2
46680,43361,162,162188,162932,56,Cheezels Cheese Box 125g,2,4.2
46681,43381,162,162188,162933,101,Doritos Salsa       Medium 300g,2,5.2
46682,43398,162,162188,162934,90,Tostitos Smoked     Chipotle 175g,2,8.8
46683,43406,162,162188,162935,50,Tostitos Lightly    Salted 175g,2,8.8
46684,43464,162,162188,162936,64,Red Rock Deli SR    Salsa & Mzzrlla 150g,2,5.4
46685,43564,162,162188,162937,63,Kettle 135g Swt Pot Sea Salt,2,8.4
46686,43580,162,162188,162938,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6
46687,43597,162,162188,162939,59,Old El Paso Salsa   Dip Tomato Med 300g,2,10.2
46688,43310,162,162202,163012,87,Infuzions BBQ Rib   Prawn Crackers 110g,2,7.6
46689,43407,162,162202,163014,105,Woolworths Cheese   Rings 190g,2,3.6
46690,43410,162,162202,163015,32,Kettle Sea Salt     And Vinegar 175g,2,10.8
46691,43428,162,162202,163016,84,GrnWves Plus Btroot & Chilli Jam 180g,2,6.2
46692,43432,162,162202,163017,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2
46693,43444,162,162202,163018,42,Doritos Corn Chip Mexican Jalapeno 150g,2,7.8
46694,43500,162,162202,163019,38,Infuzions Mango     Chutny Papadums 70g,2,4.8
46695,43525,162,162202,163020,26,Pringles Sweet&Spcy BBQ 134g,2,7.4
46696,43625,163,163028,163306,69,Smiths Chip Thinly  S/Cream&Onion 175g,1,3.0
46697,43364,163,163052,163330,46,Kettle Original 175g,2,10.8
46698,43317,163,163056,163335,90,Tostitos Smoked     Chipotle 175g,2,8.8
46699,43525,163,163056,163336,97,RRD Salt & Vinegar  165g,1,3.0
46700,43405,163,163059,163346,83,WW D/Style Chip     Sea Salt 200g,1,1.9
46701,43552,163,163059,163347,5,Natural Chip        Compny SeaSalt175g,2,6.0
46702,43421,163,163087,163367,93,Doritos Corn Chip Southern Chicken 150g,2,7.8
46703,43358,163,163091,163370,37,Smiths Thinly       Swt Chli&S/Cream175G,2,6.0
46704,43355,163,163202,163494,46,Kettle Original 175g,1,5.4
46705,43345,163,163250,163533,5,Natural Chip        Compny SeaSalt175g,1,3.0
46706,43348,163,163250,163534,107,Smiths Crinkle Cut  French OnionDip 150g,2,5.2
46707,43317,163,163268,163552,66,CCs Nacho Cheese    175g,2,4.2
46708,43348,163,163304,163589,114,Kettle Sensations   Siracha Lime 150g,1,4.6
46709,43383,163,163333,163625,111,Smiths Chip Thinly  Cut Original 175g,2,6.0
46710,43496,163,163354,163651,85,RRD Honey Soy       Chicken 165g,1,3.0
46711,43339,163,163359,163653,1,Smiths Crinkle Cut  Chips Barbecue 170g,2,5.8
46712,43455,163,163359,163654,87,Infuzions BBQ Rib   Prawn Crackers 110g,2,7.6
46713,43344,163,163392,163685,8,Smiths Crinkle Cut  Chips Original 170g,1,2.9
46714,43461,163,163392,163686,107,Smiths Crinkle Cut  French OnionDip 150g,2,5.2
46715,43643,163,163427,163715,71,Twisties Cheese     Burger 250g,2,8.6
46716,43389,163,163455,163754,67,RRD Chilli&         Coconut 150g,1,2.7
46717,43406,163,163455,163755,110,WW Original Corn    Chips 200g,2,3.8
46718,43436,163,163455,163756,103,RRD Steak &         Chimuchurri 150g,2,5.4
46719,43384,164,164027,163945,22,Thins Chips         Originl saltd 175g,2,6.6
46720,43395,164,164027,163946,37,Smiths Thinly       Swt Chli&S/Cream175G,2,6.0
46721,43401,164,164027,163947,42,Doritos Corn Chip Mexican Jalapeno 150g,2,7.8
46722,43424,164,164027,163948,71,Twisties Cheese     Burger 250g,2,8.6
46723,43443,164,164027,163949,52,Grain Waves Sour    Cream&Chives 210G,2,7.2
46724,43472,164,164027,163950,14,Smiths Crnkle Chip  Orgnl Big Bag 380g,2,11.8
46725,43537,164,164027,163951,49,Infuzions SourCream&Herbs Veg Strws 110g,2,7.6
46726,43544,164,164027,163952,92,WW Crinkle Cut      Chicken 175g,2,3.4
46727,43585,164,164027,163953,83,WW D/Style Chip     Sea Salt 200g,2,3.8
46728,43596,164,164027,163954,57,Old El Paso Salsa   Dip Tomato Mild 300g,2,10.2
46729,43614,164,164027,163955,95,Sunbites Whlegrn    Crisps Frch/Onin 90g,2,3.4
46730,43291,164,164028,163956,82,Smith Crinkle Cut   Mac N Cheese 150g,2,5.2
46731,43346,164,164028,163957,106,Natural ChipCo      Hony Soy Chckn175g,2,6.0
46732,43355,164,164028,163958,71,Twisties Cheese     Burger 250g,2,8.6
46733,43383,164,164028,163959,114,Kettle Sensations   Siracha Lime 150g,2,9.2
46734,43453,164,164028,163960,70,Tyrrells Crisps     Lightly Salted 165g,2,8.4
46735,43464,164,164028,163961,97,RRD Salt & Vinegar  165g,2,6.0
46736,43503,164,164028,163962,59,Old El Paso Salsa   Dip Tomato Med 300g,2,10.2
46737,43320,164,164031,163975,97,RRD Salt & Vinegar  165g,2,6.0
46738,43451,164,164031,163977,45,Smiths Thinly Cut   Roast Chicken 175g,2,6.0
46739,43485,164,164031,163978,88,Kettle Honey Soy    Chicken 175g,2,10.8
46740,43571,164,164031,163979,47,Doritos Corn Chips  Original 170g,2,8.8
46741,43580,164,164031,163980,94,Burger Rings 220g,2,4.6
46742,43643,164,164031,163981,59,Old El Paso Salsa   Dip Tomato Med 300g,2,10.2
46743,43401,164,164040,164044,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2
46744,43409,164,164040,164045,66,CCs Nacho Cheese    175g,2,4.2
46745,43434,164,164040,164046,35,Woolworths Mild     Salsa 300g,2,3.0
46746,43471,164,164040,164047,66,CCs Nacho Cheese    175g,2,4.2
46747,43492,164,164040,164048,112,Tyrrells Crisps     Ched & Chives 165g,2,8.4
46748,43494,164,164040,164049,83,WW D/Style Chip     Sea Salt 200g,2,3.8
46749,43346,164,164042,164056,77,Doritos Corn Chips  Nacho Cheese 170g,2,8.8
46750,43367,164,164042,164057,47,Doritos Corn Chips  Original 170g,2,8.8
46751,43395,164,164042,164058,32,Kettle Sea Salt     And Vinegar 175g,2,10.8
46752,43549,164,164042,164059,37,Smiths Thinly       Swt Chli&S/Cream175G,2,6.0
46753,43575,164,164042,164060,105,Woolworths Cheese   Rings 190g,2,3.6
46754,43593,164,164042,164061,45,Smiths Thinly Cut   Roast Chicken 175g,2,6.0
46755,43616,164,164042,164062,43,Smith Crinkle Cut   Bolognese 150g,2,5.2
46756,43289,164,164049,164098,80,Natural ChipCo Sea  Salt & Vinegr 175g,2,6.0
46757,43343,164,164049,164099,35,Woolworths Mild     Salsa 300g,2,3.0
46758,43378,164,164049,164100,73,Smiths Crinkle Cut  Salt & Vinegar 170g,2,5.8
46759,43462,164,164049,164101,85,RRD Honey Soy       Chicken 165g,2,6.0
46760,43494,164,164049,164102,43,Smith Crinkle Cut   Bolognese 150g,2,5.2
46761,43499,164,164049,164103,81,Pringles Original   Crisps 134g,2,7.4
46762,43622,164,164049,164104,53,RRD Sweet Chilli &  Sour Cream 165g,2,6.0
46763,43338,164,164052,164111,48,Red Rock Deli Sp    Salt & Truffle 150G,2,5.4
46764,43342,164,164052,164112,21,WW Sour Cream &OnionStacked Chips 160g,2,3.8
46765,43413,164,164052,164113,97,RRD Salt & Vinegar  165g,2,6.0
46766,43455,164,164052,164114,22,Thins Chips         Originl saltd 175g,2,6.6
46767,43477,164,164052,164115,25,Pringles SourCream  Onion 134g,2,7.4
46768,43514,164,164052,164116,53,RRD Sweet Chilli &  Sour Cream 165g,2,6.0
46769,43523,164,164052,164117,89,Kettle Sweet Chilli And Sour Cream 175g,2,10.8
46770,43535,164,164052,164118,114,Kettle Sensations   Siracha Lime 150g,2,9.2
46771,43626,164,164052,164119,44,Thins Chips Light&  Tangy 175g,2,6.6
46772,43351,164,164064,164175,105,Woolworths Cheese   Rings 190g,2,3.6
46773,43398,164,164064,164176,41,Doritos Salsa Mild  300g,2,5.2
46774,43429,164,164064,164177,10,RRD SR Slow Rst     Pork Belly 150g,2,5.4
46775,43559,164,164064,164178,11,RRD Pc Sea Salt     165g,2,6.0
46776,43308,164,164065,164179,109,Pringles Barbeque   134g,2,7.4
46777,43398,164,164065,164180,6,RRD Lime & Pepper   165g,2,6.0
46778,43410,164,164065,164181,52,Grain Waves Sour    Cream&Chives 210G,2,7.2
46779,43448,164,164065,164182,82,Smith Crinkle Cut   Mac N Cheese 150g,2,5.2
46780,43475,164,164065,164183,7,Smiths Crinkle      Original 330g,2,11.4
46781,43518,164,164065,164184,48,Red Rock Deli Sp    Salt & Truffle 150G,2,5.4
46782,43522,164,164065,164185,44,Thins Chips Light&  Tangy 175g,2,6.6
46783,43554,164,164065,164186,101,Doritos Salsa       Medium 300g,2,5.2
46784,43566,164,164065,164187,91,CCs Tasty Cheese    175g,2,4.2
46785,43292,164,164077,164269,67,RRD Chilli&         Coconut 150g,2,5.4
46786,43302,164,164077,164270,8,Smiths Crinkle Cut  Chips Original 170g,2,5.8
46787,43310,164,164077,164271,84,GrnWves Plus Btroot & Chilli Jam 180g,2,6.2
46788,43362,164,164077,164272,53,RRD Sweet Chilli &  Sour Cream 165g,2,6.0
46789,43366,164,164077,164273,105,Woolworths Cheese   Rings 190g,2,3.6
46790,43373,164,164077,164274,77,Doritos Corn Chips  Nacho Cheese 170g,2,8.8
46791,43476,164,164077,164275,98,NCC Sour Cream &    Garden Chives 175g,2,6.0
46792,43478,164,164077,164276,8,Smiths Crinkle Cut  Chips Original 170g,2,5.8
46793,43489,164,164077,164277,55,Snbts Whlgrn Crisps Cheddr&Mstrd 90g,2,3.4
46794,43520,164,164077,164278,19,Smiths Crinkle Cut  Snag&Sauce 150g,2,5.2
46795,43589,164,164077,164279,50,Tostitos Lightly    Salted 175g,2,8.8
46796,43618,164,164077,164280,51,Doritos Mexicana    170g,2,8.8
46797,43622,164,164077,164281,92,WW Crinkle Cut      Chicken 175g,2,3.4
46798,43396,164,164081,164297,59,Old El Paso Salsa   Dip Tomato Med 300g,2,10.2
46799,43555,164,164081,164298,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6
46800,43613,164,164081,164299,95,Sunbites Whlegrn    Crisps Frch/Onin 90g,2,3.4
46801,43307,164,164107,164452,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6
46802,43343,164,164107,164453,97,RRD Salt & Vinegar  165g,2,6.0
46803,43358,164,164107,164454,45,Smiths Thinly Cut   Roast Chicken 175g,2,6.0
46804,43421,164,164107,164455,46,Kettle Original 175g,2,10.8
46805,43433,164,164107,164456,15,Twisties Cheese     270g,2,9.2
46806,43470,164,164107,164457,74,Tostitos Splash Of  Lime 175g,2,8.8
46807,43483,164,164107,164458,46,Kettle Original 175g,2,10.8
46808,43522,164,164107,164459,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6
46809,43616,164,164107,164460,4,Dorito Corn Chp     Supreme 380g,2,13.0
46810,43313,164,164124,164554,35,Woolworths Mild     Salsa 300g,2,3.0
